id,laminate_id,finish_number,finish_name,collection,variant,sku_code,grain,product_type,manufacturer,region,texture_code,texture_name,texture_premium,grade_code,thickness_in,thickness_mm,size_4x8,size_5x8,size_4x10,size_4x12,size_5x12,size_5x10,texture_description,grade_description,notes
912,193,9525,White Shalestone,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V4,.027,.7,1,0,0,0,0,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
913,193,9525,White Shalestone,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V5,.035,.9,1,0,0,0,1,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
914,193,9525,White Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
915,193,9525,White Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
916,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
917,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
918,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
919,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
920,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V4,.027,.7,1,0,0,0,0,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
921,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V5,.035,.9,1,0,0,0,1,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
922,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
923,194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
924,195,9529,Sea Salt,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,12,.035,.9,1,0,0,0,1,0,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
925,195,9529,Sea Salt,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,32,.029,.7,1,0,0,0,0,1,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply. Available on select colors that come standard in the finish/texture
926,195,9529,Sea Salt,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,50,.045,1.1,1,0,0,0,0,1,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",8-sheet minimum. Available on select colors that come standard in the finish/texture
927,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
928,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
929,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
930,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
931,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,12,.035,.9,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
932,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,20,.027,.7,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
933,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
934,196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
935,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
936,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
937,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
938,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
939,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,12,.035,.9,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
940,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,20,.027,.7,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
941,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
942,197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
943,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
944,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
945,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
946,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
947,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,12,.035,.9,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
948,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,ML,Monolith,1,20,.027,.7,1,0,0,0,1,0,Offers an authentic stone feel combined with a matte visual. This texture is unique because it features a large-scale flowing pattern with no repeat in a sheet of laminate. Available on select colors.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
949,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
950,198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
951,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
952,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
953,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
954,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
955,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
956,199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
957,200,909,Black,Sculpted,,909-SP,0,Laminate,Formica,NA,SP,Sculpted,1,12,.035,.9,1,0,0,0,1,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
958,200,909,Black,Sculpted,,909-SP,0,Laminate,Formica,NA,SP,Sculpted,1,20,.027,.7,1,0,0,0,0,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
959,201,918,Neutral White,Sculpted,,918-SP,0,Laminate,Formica,NA,SP,Sculpted,1,12,.035,.9,1,0,0,0,1,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
960,201,918,Neutral White,Sculpted,,918-SP,0,Laminate,Formica,NA,SP,Sculpted,1,20,.027,.7,1,0,0,0,0,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
961,202,927,Folkstone,Sculpted,,927-SP,0,Laminate,Formica,NA,SP,Sculpted,1,12,.035,.9,1,0,0,0,1,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
962,202,927,Folkstone,Sculpted,,927-SP,0,Laminate,Formica,NA,SP,Sculpted,1,20,.027,.7,1,0,0,0,0,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
963,203,949,White,Sculpted,,949-SP,0,Laminate,Formica,NA,SP,Sculpted,1,12,.035,.9,1,0,0,0,1,0,Horizontal lines meander across the laminate sheet in a slightly undulating fashion. Recommended for horizontal and vertical interior applications. Available on all Solid Colors and specific colors within the Sculpted Collection. Horizontal texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
