id,laminate_id,finish_number,finish_name,collection,variant,sku_code,grain,product_type,manufacturer,region,texture_code,texture_name,texture_premium,grade_code,thickness_in,thickness_mm,size_4x8,size_5x8,size_4x10,size_4x12,size_5x12,size_5x10,texture_description,grade_description,notes
195,91,271,Blackstone,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V5,.035,.9,1,0,0,0,1,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
196,91,271,Blackstone,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,12,.035,.9,1,0,0,0,1,0,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
197,91,271,Blackstone,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,32,.029,.7,1,0,0,0,0,1,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply. Available on select colors that come standard in the finish/texture
198,91,271,Blackstone,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,50,.045,1.1,1,0,0,0,0,1,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",8-sheet minimum. Available on select colors that come standard in the finish/texture
199,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
200,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
201,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
202,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
203,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
204,92,299,Ebony Oxide,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
205,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
206,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
207,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
208,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
209,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
210,93,503,Stone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
211,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
212,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
213,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
214,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
215,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
216,94,507,Folkstone Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
217,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
218,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
219,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
220,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
221,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
222,95,515,Graphite Grafix,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
223,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
224,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
225,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
226,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
227,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
228,96,692,Folkstone Celesta,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
229,97,827,White Onyx,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V4,.027,.7,1,0,0,0,0,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
230,97,827,White Onyx,Patterns,,,0,Laminate,Formica,NA,90,Gloss,1,V5,.035,.9,1,0,0,0,1,0,"A high gloss texture ideal for applications that require maximum smoothness and reflectance. Recommended for horizontal or vertical interior application. Available on all Solid Colors, Patterns and Woodgrains. All -90 Gloss items can be used as Dry-Erase Markerboard and can be ordered as Make-to-Order (MTO). Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
231,97,827,White Onyx,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,12,.035,.9,1,0,0,0,1,0,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
232,97,827,White Onyx,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,32,.029,.7,1,0,0,0,0,1,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply. Available on select colors that come standard in the finish/texture
233,97,827,White Onyx,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,50,.045,1.1,1,0,0,0,0,1,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",8-sheet minimum. Available on select colors that come standard in the finish/texture
234,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
235,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
236,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
237,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
238,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,12,.035,.9,1,0,0,0,1,0,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
239,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,32,.029,.7,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply
240,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,50,.045,1.1,1,0,0,0,1,1,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",All grade 50 Fire-Rated items require an 8-sheet minimum
241,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,32,.029,.7,1,0,0,0,0,1,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated Vertical Grade (VGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Slightly thinner than Grade 50. Available on selected Fire-Rated Laminate items.",MTO quantity rules apply. Available on select colors that come standard in the finish/texture
242,98,3450,Mineral Jet,Patterns,,,0,Laminate,Formica,NA,34,Scovato,1,50,.045,1.1,1,0,0,0,0,1,A light texture that is smooth to the touch with a low gloss visual. Recommended for horizontal and vertical interior applications. Non directional texture.,"Fire-Rated General Purpose Grade (HGF). Intended for use in horizontal and vertical interior applications which require low flame spread ratings in order to conform to building codes. Classified by Underwriters' Laboratories, Inc. and meets most military and marine specifications. Available on selected Fire-Rated Laminate items.",8-sheet minimum. Available on select colors that come standard in the finish/texture
243,99,3456,Mocha Travertine,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,12,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
244,99,3456,Mocha Travertine,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,20,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.","Vertical Postforming Grade (VGP). Outside and inside radii to 1/2"" (12.7mm). A forming grade designed for vertical or light duty horizontal interior applications requiring radiused edges. Thinner than Grade 12; excellent for postformed radii. When using Grade 20, finished panel widths should not exceed 24"" (610mm) maximum, unless the adhesive system is a rigid rod adhesive like PVA (wood glue). Contact adhesive is not recommended for Grade 20 panels wider than 24"" (610mm).",
245,99,3456,Mocha Travertine,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V4,.027,.7,1,0,0,0,0,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Vertical non-postforming grade; thickness equivalent to grade 20.,
246,99,3456,Mocha Travertine,Patterns,,,0,Laminate,Formica,NA,58,Matte,0,V5,.035,.9,1,0,0,0,1,0,"A texture that imparts a warm, pleasing effect that enhances the beauty of color and produces a greater clarity and depth. Recommended for horizontal and vertical interior applications. Available on all Solid Colors, Patterns and Woodgrains. Non directional texture.",Horizontal non-postforming grade; thickness equivalent to grade 12.,
247,99,3456,Mocha Travertine,Patterns,,,0,Laminate,Formica,NA,46,Etchings,1,12,.035,.9,1,0,0,0,1,0,A softly polished and etched surface dappled with highlights from tiny fractures and fissures reminiscent to those found in natural granite and stone. Recommended for horizontal and vertical interior applications. Non directional texture.,"Horizontal Postforming Grade (HGP). Outside radius to 5/8"" (15.9mm) and cove radius to 3/16"" (4.8mm). Postformable to permit bending on suitable commercial postforming equipment. Use whenever forming is desired for decorative or functional purposes in interior applications. Optimum postforming temperature is 325°F (163°C).",
