id,finish_number,finish_name,collection,variant,sku_code,grain,product_type,manufacturer,region,availability_notes,texture_58,texture_90,texture_34,texture_43,texture_46,texture_BH,texture_ML,texture_NG,texture_PA,texture_PG,texture_PX,texture_26,texture_WR,texture_11,texture_DP,texture_MC,texture_SP,texture_42,grade_12,grade_20,grade_V4,grade_V5,grade_13,grade_CC,grade_C9,size_4x8,size_4x10,size_4x12,size_5x12,fire_rated_eligible,fire_rated_grade_32,fire_rated_grade_50,fire_rated_size_4x8,fire_rated_size_5x10,fire_rated_size_5x12,compact_available
238,1196,Purple Dye,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
239,1198,Jadeite,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
240,1485,Chrome Yellow,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
241,2200,Dark Chocolate,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
242,2297,Terril,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
243,2770,Sarum Grey,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
244,2962,Clementine,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
245,3202,Otter,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
246,3245,Smoke,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
247,3720,White Pearl Cascade,Solid Colors,,,0,Laminate,Formica,NA,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
248,5323,Nocturne,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
249,5342,Earth,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
250,5349,Fossil,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
251,6901,Vibrant Green,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
252,6903,Cassis,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
253,7197,Dover White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
254,7223,New White,Solid Colors,,,0,Laminate,Formica,NA,"No standalone Solid Colors laminate exists for this decor - confirmed ColorCore2-exclusive per the ColorCore2 Size & Grade Guide (icon-marked across all 4 textures, same treatment as 949 White). See the ColorCore2 row for this finish_number for actual texture/grade/size data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,7872,Moonstone,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
256,7897,Spectrum Green,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
257,7966,New Burgundy,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
258,8235,Solar Orange,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
259,8238,Blush,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
260,8240,Liquid Glass,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
261,8241,Earthenware,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
262,8243,Night Shade,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
263,8244,Night Forest,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
264,8751,Mojave,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
265,8792,Winter Sky,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
266,8793,Green Slate,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
267,8795,Matrix Blue,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
268,8796,Algae,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
269,8812,Tinted Paper Terrazzo,Solid Colors,,,0,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
270,8813,Tonal Paper Terrazzo,Solid Colors,,,0,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
271,8822,Denim,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
272,8858,Just Rose,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
273,9242,Gull Grey,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
274,9243,Zen Grey,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
275,9244,Classic White,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
276,9271,Reclaimed Denim Fiber,Solid Colors,,,0,Laminate,Formica,NA,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
277,9634,Milk,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
278,9685,Black Recycled Kraft,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
279,118,Finnish Oak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
280,346,Natural Oak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
281,756,Natural Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
282,756,Natural Maple,Woodgrains,Cross Grain,,1,Laminate,Formica,NA,Cross-grain SKU suffix: 9294-58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
283,758,Blossom Cherrywood,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
284,1545,Raw Cedar,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
285,1547,Noir Cedar,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
286,3485,Black Walnut,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
287,3712,Walnut Butcherblock,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
288,4923,Cream Softwood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
289,4924,Greige Softwood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
290,4925,Walnut Softwood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
291,5487,Oiled Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
292,5488,Smoky Brown Pear,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
293,5489,Espresso Pear,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
294,5782,Formal Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
295,5783,Antique Mango,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
296,5784,Ashwood Bone,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
297,5785,Ashwood Beige,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
298,5786,Ashwood Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
299,5787,Taupe Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
300,5788,Hazel Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
301,5789,Clove Spice Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
302,5790,Nut Brown Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
303,5791,Grayed Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
304,5792,Inked Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
305,5793,Buff Elm,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
306,5794,Beige Elm,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
307,5795,Camel Elm,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
308,5796,Graphite Elm,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
309,5883,Pecan Woodline,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
310,5884,Chestnut Woodline,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
311,5886,Sorrel Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
312,5887,Millennium Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
313,5904,Wild Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
314,5904,Wild Cherry,Woodgrains,Cross Grain,,1,Laminate,Formica,NA,Cross-grain SKU suffix: 9293-58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
315,6206,Planked Deluxe Pear,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
316,6208,Glamour Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
317,6209,Prestige Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
318,6209,Prestige Walnut,Woodgrains,Cross Grain,,1,Laminate,Formica,NA,Cross-grain SKU suffix: 9297-58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
319,6330,Air White,Woodgrains,,,1,Laminate,Formica,NA,CONFLICT: Number Index lists 6330 as Woodgrain; Solid Colors table also lists 6330 Air White. Confirm before loading.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
320,6372,White Washed Birchply,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
321,6402,Thermo Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
322,6413,Silver Riftwood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
323,6414,Black Riftwood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
324,6477,Seasoned Planked Elm,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
325,6925,Maple Woodline,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
326,6932,Macchiato Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
327,6994,Ceruse Gray Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
328,6995,Cherry Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
329,6996,Pecan Walnut,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
330,7008,Acajou Mahogany,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
331,7012,Amber Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
332,7288,Ginger Root Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
333,7412,Planked Raw Oak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
334,7413,Planked Coffee Oak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
335,7481,Natural Birch,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
336,7738,Cognac Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
337,7739,Cocoa Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
338,7747,Pencil Wood,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
339,7747,Pencil Wood,Woodgrains,Cross Grain,,1,Laminate,Formica,NA,Cross-grain SKU suffix: 9289-58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
340,7759,Select Cherry,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
341,8349,Gallery Teak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
342,8552,Black Birchply,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
343,8576,Blond Cedar,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
344,8589,Tula Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
345,8676,Swede Rift Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
346,8677,Scandi Rift Oak,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
347,8685,Luxe Mango,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
348,8841,White Ash,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
349,8842,Weathered Ash,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
350,8843,Natural Ash,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
351,8844,Aged Ash,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
352,8845,Bleached Legno,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
353,8846,Oiled Legno,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
354,8848,Blackened Legno,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
355,8849,Natural Teak,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
356,8861,Traditional Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
357,8863,Natural Cerise,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
358,8864,Brown Cerise,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
359,8902,White Painted Wood,Woodgrains,,,1,Laminate,Formica,NA,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
360,8905,Waxed Maple,Woodgrains,,,1,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
