code,name,category,subcategory,thickness_mm,has_grain,unit,sort_order
SLD-0105,Spotted Gum Oval 32mm S-R,Solid Wood,Other Solid,32.0,False,ea,1270
SLD-0106,Spotted Gum Rectangle 12mm H-R,Solid Wood,Other Solid,37.0,False,ea,1271
SLD-0107,Spotted Gum Rectangle 14x18 H-R,Solid Wood,Other Solid,42.0,False,ea,1272
SLD-0108,Spotted Gum Rectangle 14x18 S-R,Solid Wood,Other Solid,32.0,False,ea,1273
SLD-0109,Spotted Gum Rectangle 32mm H-R,Solid Wood,Other Solid,42.0,False,ea,1274
SLD-0110,Wine Rack Lattice,Solid Wood,Other Solid,10.0,False,ea,1275
SLD-0111,Wrapped Batten,Solid Wood,Other Solid,19.0,False,ea,1276
SLD-0112,19mm Pine,Solid Wood,Pine,19.0,False,ea,1277
SLD-0113,20mm Pine,Solid Wood,Pine,20.0,False,ea,1278
SLD-0114,25mm Pine,Solid Wood,Pine,25.0,False,ea,1279
SLD-0115,32mm Pine,Solid Wood,Pine,32.0,False,ea,1280
SLD-0116,38mm Pine,Solid Wood,Pine,38.0,False,ea,1281
SLD-0117,Highline Pine Rectangle H-R,Solid Wood,Pine,32.0,False,ea,1282
SLD-0118,Pine Base 42mm S-R,Solid Wood,Pine,32.0,False,ea,1283
SLD-0119,Pine Colonial 12mm H-R,Solid Wood,Pine,42.0,False,ea,1284
SLD-0120,Pine Colonial 42mm H-R,Solid Wood,Pine,4.76,False,ea,1285
SLD-0121,Pine Colonial 65 x 42mm H-R,Solid Wood,Pine,42.0,False,ea,1286
SLD-0122,Pine Colonial H-R,Solid Wood,Pine,42.0,False,ea,1287
SLD-0123,Pine Dowell 12mm H-R,Solid Wood,Pine,48.0,False,ea,1288
SLD-0124,Pine Dowell 50 x 48mm H-R,Solid Wood,Pine,48.0,False,ea,1289
SLD-0125,Pine Heritage 42mm H-R,Solid Wood,Pine,42.0,False,ea,1290
SLD-0126,Pine Heritage 65 x 42mm H-R,Solid Wood,Pine,42.0,False,ea,1291
SLD-0127,Pine Oval 12mm H-R,Solid Wood,Pine,42.0,False,ea,1292
SLD-0128,Pine Oval 12mm S-R,Solid Wood,Pine,32.0,False,ea,1293
SLD-0129,Pine Oval 14x18 H-R,Solid Wood,Pine,42.0,False,ea,1294
SLD-0130,Pine Oval 14x18 S-R,Solid Wood,Pine,32.0,False,ea,1295
SLD-0131,Pine Oval 32mm H-R,Solid Wood,Pine,42.0,False,ea,1296
SLD-0132,Pine Oval 32mm S-R,Solid Wood,Pine,32.0,False,ea,1297
SLD-0133,Pine Oval 42mm S-R,Solid Wood,Pine,32.0,False,ea,1298
SLD-0134,Pine Oval 65 x 32mm S-R,Solid Wood,Pine,32.0,False,ea,1299
SLD-0135,Pine Oval 65 x 42mm H-R,Solid Wood,Pine,42.0,False,ea,1300
SLD-0136,Pine Oval H-R,Solid Wood,Pine,42.0,False,ea,1301
SLD-0137,Pine Oval S-R,Solid Wood,Pine,32.0,False,ea,1302
SLD-0138,Pine Post 90x90,Solid Wood,Pine,90.0,False,ea,1303
SLD-0139,Pine Rectangle 12mm H-R,Solid Wood,Pine,42.0,False,ea,1304
SLD-0140,Pine Rectangle 14x18 H-R,Solid Wood,Pine,42.0,False,ea,1305
SLD-0141,Pine Rectangle 14x18 S-R,Solid Wood,Pine,32.0,False,ea,1306
SLD-0142,Pine Rectangle 32mm H-R,Solid Wood,Pine,42.0,False,ea,1307
SLD-0143,Pine Rectangle 65 x 42mm H-R,Solid Wood,Pine,42.0,False,ea,1308
SLD-0144,Pine Square 90 x 32mm S-R,Solid Wood,Pine,32.0,False,ea,1309
SLD-0145,Pine Vetro H-R,Solid Wood,Pine,40.0,False,ea,1310
SLD-0146,Pine Vetro S-R,Solid Wood,Pine,40.0,False,ea,1311
SLD-0147,19 Poplar,Solid Wood,Poplar,27.0,False,ea,1312
SLD-0148,20 Poplar,Solid Wood,Poplar,20.0,False,ea,1313
SLD-0149,25 Poplar,Solid Wood,Poplar,25.0,False,ea,1314
SLD-0150,32 Poplar,Solid Wood,Poplar,32.0,False,ea,1315
SLD-0151,38 Poplar,Solid Wood,Poplar,27.0,False,ea,1316
SLD-0152,19 Walnut,Solid Wood,Walnut,19.0,False,ea,1317
SLD-0153,20 Walnut,Solid Wood,Walnut,20.0,False,ea,1318
