code,name,category,subcategory,thickness_mm,has_grain,unit,sort_order
PNL-0729,13mm PLY FC Red Oak G1S,Panel,Plywood,12.0,True,sheet,970
PNL-0730,13mm PLy Raw,Panel,Plywood,13.0,False,sheet,971
PNL-0731,13mm Plywood Prefinished G2S,Panel,Plywood,13.0,True,sheet,972
PNL-0732,16 Birch Ply_G2S,Panel,Plywood,16.0,True,sheet,973
PNL-0733,16 Birch Ply_G2S (Back),Panel,Plywood,16.0,True,sheet,974
PNL-0734,16 PF Birch Ply_G2S,Panel,Plywood,16.0,True,sheet,975
PNL-0735,16mm Plywood Prefinished G2S,Panel,Plywood,16.0,True,sheet,976
PNL-0736,16mm Pre-Finish Ply Birch,Panel,Plywood,16.0,True,sheet,977
PNL-0737,17 Plywood,Panel,Plywood,17.5,False,sheet,978
PNL-0738,17 Raw Plywood,Panel,Plywood,17.5,False,sheet,979
PNL-0739,17.5 Backer_PLY_PL1A,Panel,Plywood,19.1,True,sheet,980
PNL-0740,17.5 Backer_PLY_PL2A,Panel,Plywood,19.1,True,sheet,981
PNL-0741,17.5 Backer_PLY_PL3,Panel,Plywood,19.1,False,sheet,982
PNL-0742,17.5 Backer_PLY_PL5,Panel,Plywood,19.1,False,sheet,983
PNL-0743,17.5 Backer_PLY_PL5_2,Panel,Plywood,19.1,False,sheet,984
PNL-0744,17.5 Black Liner_PLY_Black Liner,Panel,Plywood,19.1,False,sheet,985
PNL-0745,17.5 mm Raw Plywood,Panel,Plywood,17.5,False,sheet,986
PNL-0746,17.5 PL1 Aged Ash-WR_PLY_Backer,Panel,Plywood,19.1,True,sheet,987
PNL-0747,17.5 PL1 Aged Ash-WR_PLY_PL1 Aged Ash-WR,Panel,Plywood,19.1,True,sheet,988
PNL-0748,17.5 PL1-Bianco Male JJ_PLY_PL1-Bianco Male JJ,Panel,Plywood,19.9,False,sheet,989
PNL-0749,17.5 PL1A_PLY_Backer,Panel,Plywood,19.1,True,sheet,990
PNL-0750,17.5 PL2 AgedAsh-MT_PLY_Backer,Panel,Plywood,19.1,True,sheet,991
PNL-0751,17.5 PL2-Beige ELM-NG_PLY_Brown backer,Panel,Plywood,19.9,True,sheet,992
PNL-0752,17.5 PL2-Beige ELM-NG_PLY_PL2-Beige ELM-NG,Panel,Plywood,19.9,True,sheet,993
PNL-0753,17.5 PL2A_PLY_Backer,Panel,Plywood,19.1,True,sheet,994
PNL-0754,17.5 PL2A_PLY_PL2A,Panel,Plywood,19.1,True,sheet,995
PNL-0755,17.5 PL3_PLY_Backer,Panel,Plywood,19.1,False,sheet,996
PNL-0756,17.5 PL4_PLY_Backer,Panel,Plywood,19.1,True,sheet,997
PNL-0757,17.5 PL5_PLY_Backer,Panel,Plywood,19.1,False,sheet,998
PNL-0758,17.5 PL5_PLY_Backer_2,Panel,Plywood,19.1,False,sheet,999
PNL-0759,17.5 Plywood,Panel,Plywood,17.5,False,sheet,1000
PNL-0760,17.5 Plywood_Raw,Panel,Plywood,17.5,False,sheet,1001
PNL-0761,17.5 Raw Ply,Panel,Plywood,17.5,False,sheet,1002
PNL-0762,17.5 SP05_PLY_Black Liner,Panel,Plywood,19.1,False,sheet,1003
PNL-0763,17.5 White Liner_PLY_PL1-Bianco Male JJ,Panel,Plywood,19.9,False,sheet,1004
PNL-0764,17.5 White Liner_PLY_PL2-Beige ELM-NG,Panel,Plywood,19.9,True,sheet,1005
PNL-0765,"17mm Ply, PL Gloss 1mm_2S",Panel,Plywood,19.0,False,sheet,1006
PNL-0766,17MM PLYWOOD,Panel,Plywood,17.5,False,sheet,1007
PNL-0767,18 Birch Ply,Panel,Plywood,18.0,False,sheet,1008
PNL-0768,18 Birch Plywood,Panel,Plywood,18.0,True,sheet,1009
PNL-0769,18 Ply Raw,Panel,Plywood,18.0,False,sheet,1010
PNL-0770,18 Raw_Ply,Panel,Plywood,18.0,False,sheet,1011
PNL-0771,18 White Liner_PLY_White Liner,Panel,Plywood,18.0,False,sheet,1012
PNL-0772,18.5 Backer_PLY_WV-05,Panel,Plywood,18.5,True,sheet,1013
PNL-0773,18.5 WV-05_PLY_Backer,Panel,Plywood,18.5,True,sheet,1014
PNL-0774,18mm Ply Raw,Panel,Plywood,18.0,False,sheet,1015
PNL-0775,18mm Plywood,Panel,Plywood,18.0,False,sheet,1016
PNL-0776,19 Birch Ply_G1S,Panel,Plywood,19.1,True,sheet,1017
PNL-0777,19 Birch Ply_G1S (Back),Panel,Plywood,19.1,True,sheet,1018
PNL-0778,19 PF Birch Ply_G2S,Panel,Plywood,19.1,True,sheet,1019
PNL-0779,19mm Black Painted Plywood,Panel,Plywood,19.0,False,sheet,1020
PNL-0780,19mm FR Raw Plywood,Panel,Plywood,19.0,False,sheet,1021
PNL-0781,19mm Maple Plywood Prefinsihed G2S,Panel,Plywood,19.0,True,sheet,1022
PNL-0782,19mm Maple Plywood Prefinsihed G2S_1,Panel,Plywood,19.0,True,sheet,1023
PNL-0783,19mm Maple Plywood Prefinsihed G2S_2,Panel,Plywood,19.0,True,sheet,1024
PNL-0784,19mm Maple Plywood Prefinsihed G2S_3,Panel,Plywood,19.0,True,sheet,1025
PNL-0785,19mm Maple Plywood Prefinsihed G2S_4,Panel,Plywood,19.0,True,sheet,1026
PNL-0786,19mm Maple Plywood Prefinsihed G2S_5,Panel,Plywood,19.0,True,sheet,1027
PNL-0787,19mm Maple Veneer Ply,Panel,Plywood,18.1,True,sheet,1028
PNL-0788,19mm Maple Veneer Ply G1S,Panel,Plywood,19.0,True,sheet,1029
PNL-0789,19mm PLY FC Maple G1S,Panel,Plywood,18.5,True,sheet,1030
PNL-0790,19mm PLY FC Maple G2S,Panel,Plywood,18.5,True,sheet,1031
PNL-0791,19mm PLY FC Maple G2S_2,Panel,Plywood,18.5,True,sheet,1032
PNL-0792,19mm PLY FC Maple G2S_2_2,Panel,Plywood,18.5,True,sheet,1033
PNL-0793,19mm PLY FC Red Oak G1S,Panel,Plywood,18.5,True,sheet,1034
PNL-0794,19mm PLY FC Red Oak G2S,Panel,Plywood,18.5,True,sheet,1035
PNL-0795,19mm PLY SV1-BK(Silver riftwood-backer),Panel,Plywood,19.0,True,sheet,1036
PNL-0796,19MM PLY SV1-SV1(OFFCUT 1),Panel,Plywood,19.0,True,sheet,1037
PNL-0797,19MM PLY SV1-SV1(OFFCUT),Panel,Plywood,19.0,True,sheet,1038
PNL-0798,19mm PLY SV1-SV1(silver riftwood G2S),Panel,Plywood,19.0,True,sheet,1039
PNL-0799,19mm Ply White Oak G1S,Panel,Plywood,19.0,True,sheet,1040
PNL-0800,19mm Ply White Oak G2S,Panel,Plywood,19.0,True,sheet,1041
PNL-0801,19mm Plywood Prefinished G1S,Panel,Plywood,19.0,True,sheet,1042
PNL-0802,19mm Plywood Prefinished G2S,Panel,Plywood,19.0,True,sheet,1043
PNL-0803,19MM RAW PLYWOOD,Panel,Plywood,19.0,False,sheet,1044
PNL-0804,25 Black Liner_PLY_Black Liner,Panel,Plywood,26.0,False,sheet,1045
PNL-0805,25 Plywood,Panel,Plywood,25.4,False,sheet,1046
PNL-0806,25 White Liner_PLY_White Liner,Panel,Plywood,26.0,False,sheet,1047
PNL-0807,25.4 mm Plywood,Panel,Plywood,25.4,False,sheet,1048
PNL-0808,25mm Maple Veneer Ply,Panel,Plywood,25.0,True,sheet,1049
PNL-0809,25mm PLY FC Maple G2S,Panel,Plywood,25.0,True,sheet,1050
PNL-0810,25mm PLY FC Red Oak G2S,Panel,Plywood,25.0,True,sheet,1051
PNL-0811,5 Flex Ply,Panel,Plywood,5.0,True,sheet,1052
PNL-0812,5 PL1-Luan Plywood Grain,Panel,Plywood,5.0,True,sheet,1053
PNL-0813,5 PL1-Luan Plywood Solid,Panel,Plywood,5.0,False,sheet,1054
PNL-0814,6 Birch Plywood,Panel,Plywood,6.0,False,sheet,1055
PNL-0815,6 Birch_Ply,Panel,Plywood,6.0,False,sheet,1056
PNL-0816,6mm Maple Veneer Ply,Panel,Plywood,13.0,True,sheet,1057
PNL-0817,6mm PLY FC Maple G1S,Panel,Plywood,6.0,True,sheet,1058
PNL-0818,6mm PLY FC Red Oak G1S,Panel,Plywood,6.0,True,sheet,1059
PNL-0819,"6mm Ply, Mission Maple, PH Backer",Panel,Plywood,7.0,True,sheet,1060
PNL-0820,8 Flex Ply,Panel,Plywood,8.0,True,sheet,1061
PNL-0821,"BB Ply,FR, 19mm Raw",Panel,Plywood,19.0,False,sheet,1062
PNL-0822,"BB Ply,FR, 20 mm, Red, Backer",Panel,Plywood,20.6,False,sheet,1063
PNL-0823,"BB Ply,FR, 20 mm, Red, Raw",Panel,Plywood,19.8,False,sheet,1064
PNL-0824,"BB Ply,FR, 20mm, Black Black",Panel,Plywood,20.6,False,sheet,1065
PNL-0825,"BB Ply,FR, 20mm, Black, Backer",Panel,Plywood,20.6,False,sheet,1066
PNL-0826,"BB Ply,FR, 20mm, Red G2S",Panel,Plywood,20.6,False,sheet,1067
PNL-0827,Bendy Plywood Crossband 6mm,Panel,Plywood,6.0,False,sheet,1068
PNL-0828,Bendy Plywood Longband 6mm,Panel,Plywood,6.0,False,sheet,1069
PNL-0829,PLY 12mm_AHI Walnut Heights 3142-B_ Backer_13mm_1,Panel,Plywood,13.0,True,sheet,1070
PNL-0830,"Ply 36mm_AHI Walnut Heights, 3142-B_AHI Walnut Heights, 3142-B_38mm",Panel,Plywood,38.0,True,sheet,1071
PNL-0831,"Ply Prefinished White Oak G1S (A), FC, 13mm",Panel,Plywood,12.0,True,sheet,1072
PNL-0832,PLY Raw 17.5mm,Panel,Plywood,17.5,False,sheet,1073
PNL-0833,"PLY, 12mm_PL-3_ Backer_13mm",Panel,Plywood,13.0,True,sheet,1074
PNL-0834,"PLY, 12mm_PL-4_ Backer_13mm",Panel,Plywood,13.0,False,sheet,1075
PNL-0835,"PLY, 12mm_White_ Backer_13mm",Panel,Plywood,13.0,False,sheet,1076
PNL-0836,"PLY, 17mm, AHI Walnut Heights_Backer, 19mm",Panel,Plywood,19.0,True,sheet,1077
PNL-0837,"PLY, 17mm_ AHI Walnut Heights 3142-B_ AHI Walnut Heights 3142-B_ 19mm",Panel,Plywood,19.0,True,sheet,1078
PNL-0838,"PLY, 17mm_PL-3_ Backer_19mm",Panel,Plywood,19.0,True,sheet,1079
PNL-0839,"PLY, 17mm_PL-3_ PL-3_19mm",Panel,Plywood,19.0,True,sheet,1080
PNL-0840,"PLY, 17mm_PL-3_ White_19mm",Panel,Plywood,19.0,True,sheet,1081
PNL-0841,"PLY, 17mm_PL-4_ Backer_19mm",Panel,Plywood,19.0,False,sheet,1082
PNL-0842,"PLY, 17mm_PL-4_ PL-4_19mm",Panel,Plywood,19.0,False,sheet,1083
PNL-0843,"PLY, 17mm_PL-4_ White_19mm",Panel,Plywood,19.0,False,sheet,1084
PNL-0844,"PLY, 17mm_White_ White_19mm",Panel,Plywood,19.0,False,sheet,1085
PNL-0845,"PLY, 17mm_White_Backer_19mm",Panel,Plywood,19.0,False,sheet,1086
PNL-0846,"Ply, 19 mm, 1220 x 2440",Panel,Plywood,19.0,False,sheet,1087
PNL-0847,"PLY, 25mm_PL-3_ PL-3_25mm",Panel,Plywood,25.0,True,sheet,1088
PNL-0848,"PLY, 25mm_PL-4_ PL-4_25mm",Panel,Plywood,25.0,False,sheet,1089
PNL-0849,"PLY, 25mm_White_ White_25mm",Panel,Plywood,25.0,False,sheet,1090
PNL-0850,"Ply, Prefinished White Oak G1S (A), FC, 19mm",Panel,Plywood,19.0,True,sheet,1091
PNL-0851,"Ply, Prefinished White Oak G2S (A1), FC, 19mm",Panel,Plywood,19.0,True,sheet,1092
PNL-0852,"Ply, Prefinished White Oak G2S (A1), FC, 25mm",Panel,Plywood,25.0,True,sheet,1093
PNL-0853,"Ply, Prefinished, G2S, 13mm",Panel,Plywood,13.0,True,sheet,1094
PNL-0854,"Ply, Prefinished, G2S, 16mm",Panel,Plywood,16.0,True,sheet,1095
PNL-0855,"Ply, White Oak G1S (A4), FC, 13mm",Panel,Plywood,12.0,True,sheet,1096
PNL-0856,"Ply, White Oak G1S (A4), FC, 19mm",Panel,Plywood,18.5,True,sheet,1097
PNL-0857,"Ply, White Oak G2S (A1), FC, 19mm",Panel,Plywood,18.5,True,sheet,1098
PNL-0858,"Ply, White Oak G2S (A1), FC, 6mm",Panel,Plywood,5.0,True,sheet,1099
PNL-0859,"Ply, White Oak, G2S (A1), FC, 25mm, 1220mm x 2438mm",Panel,Plywood,25.0,True,sheet,1100
PNL-0860,PLY_Arctic Ice_Phenolic Backer_38mm,Panel,Plywood,38.0,False,sheet,1101
PNL-0861,Ply_Raw_17.5mm,Panel,Plywood,17.5,False,sheet,1102
PNL-0862,Ply_Raw_25mm,Panel,Plywood,25.0,False,sheet,1103
PNL-0863,Plywood 1.5mm,Panel,Plywood,1.5,True,sheet,1104
PNL-0864,Plywood 12.7mm,Panel,Plywood,12.7,True,sheet,1105
PNL-0865,Plywood 12mm,Panel,Plywood,,True,sheet,1106
PNL-0866,Plywood 12mm UV 2S,Panel,Plywood,12.5,True,sheet,1107
PNL-0867,Plywood 15mm,Panel,Plywood,15.0,True,sheet,1108
PNL-0868,Plywood 16mm,Panel,Plywood,16.0,True,sheet,1109
PNL-0869,Plywood 17mm,Panel,Plywood,17.0,True,sheet,1110
PNL-0870,Plywood 18mm,Panel,Plywood,18.0,True,sheet,1111
PNL-0871,Plywood 18mm UV 2S,Panel,Plywood,18.0,True,sheet,1112
PNL-0872,Plywood 19.05mm,Panel,Plywood,19.05,True,sheet,1113
PNL-0873,Plywood 19mm,Panel,Plywood,19.0,True,sheet,1114
PNL-0874,Plywood 25.4mm,Panel,Plywood,25.4,True,sheet,1115
PNL-0875,Plywood 25mm,Panel,Plywood,25.0,True,sheet,1116
PNL-0876,Plywood 4mm,Panel,Plywood,4.0,True,sheet,1117
PNL-0877,Plywood 5mm,Panel,Plywood,5.0,True,sheet,1118
PNL-0878,Plywood 6.35mm,Panel,Plywood,6.35,True,sheet,1119
PNL-0879,Plywood 6.5mm,Panel,Plywood,6.5,True,sheet,1120
PNL-0880,Plywood 6mm,Panel,Plywood,6.0,True,sheet,1121
PNL-0881,Plywood 7mm,Panel,Plywood,7.0,False,sheet,1122
PNL-0882,Plywood 9.5mm,Panel,Plywood,9.5,True,sheet,1123
PNL-0883,S-LYP025 PLY 5.5mm- Coal Black- Phenolic Backer,Panel,Plywood,6.0,False,sheet,1124
PNL-0884,S-LYP025-6MM PLY BLACK-PHENOLIC BACKER,Panel,Plywood,6.0,False,sheet,1125
PNL-0885,S-LYP067-19mm Ply Black-Black,Panel,Plywood,19.0,False,sheet,1126
PNL-0886,S-LYP105 6mm Ply White-PH Backer,Panel,Plywood,6.0,False,sheet,1127
PNL-0887,S-LYP191-19mm PLY Black-BAcker,Panel,Plywood,19.0,False,sheet,1128
PNL-0888,S-LYP2442 - 19mm Ply Modern Mocha Cherry -Backer,Panel,Plywood,19.0,True,sheet,1129
PNL-0889,"S-LYP2445 Ply, 19mm, Uptown Walnut, PH Backer",Panel,Plywood,19.0,True,sheet,1130
PNL-0890,"S-LYP2450 Ply, 19mm, Palisades Oak, PH Backer",Panel,Plywood,19.0,True,sheet,1131
PNL-0891,"S-LYP2455 Ply, 19mm, Solar Oak, PH Backer",Panel,Plywood,19.0,True,sheet,1132
PNL-0892,S-LYP2596 19mm Ply Black Velvet Traceless-Backer,Panel,Plywood,19.0,False,sheet,1133
PNL-0893,S-LYP3044-13mm Ply Graphite-PH Backer,Panel,Plywood,13.0,False,sheet,1134
PNL-0894,"S-LYP3084 38mm Ply Mocha Modern Cherry, Commodity White",Panel,Plywood,38.0,True,sheet,1135
PNL-0895,S-LYP415 19mm Ply Mission Maple-Backer,Panel,Plywood,19.0,True,sheet,1136
PNL-0896,S-LYP505-19MM PLY SLATE GREY-BACKER,Panel,Plywood,19.0,False,sheet,1137
PNL-0897,S-LYP563-19mm PLY Graphite -PH Backer,Panel,Plywood,19.0,False,sheet,1138
PNL-0898,S-PLY009,Panel,Plywood,6.0,False,sheet,1139
PNL-0899,S-Ply010,Panel,Plywood,12.0,False,sheet,1140
PNL-0900,S-PLY010-12MM RAW PLY,Panel,Plywood,12.0,False,sheet,1141
PNL-0901,S-PLY011-17mm Raw Ply,Panel,Plywood,17.0,False,sheet,1142
PNL-0902,S-PLY020,Panel,Plywood,17.5,False,sheet,1143
PNL-0903,S-PLY020-,Panel,Plywood,17.5,False,sheet,1144
PNL-0904,S-PLY020-0410,Panel,Plywood,17.6,False,sheet,1145
PNL-0905,S-PLY020-17MM RAW PLY,Panel,Plywood,17.5,False,sheet,1146
PNL-0906,S-PLY030,Panel,Plywood,19.0,False,sheet,1147
PNL-0907,S-PLY050 19mm Raw Plywood,Panel,Plywood,19.0,False,sheet,1148
PNL-0908,S-PLY050-25mm Raw Ply,Panel,Plywood,25.0,False,sheet,1149
PNL-0909,S-PLY066-15MM RAW BALTIC BIRCH,Panel,Plywood,15.0,False,sheet,1150
PNL-0910,S-PLY171,Panel,Plywood,8.0,True,sheet,1151
PNL-0911,"S-PLY171 Flex Ply, Wiggleboard, 8mm",Panel,Plywood,8.0,True,sheet,1152
PNL-0912,S-PLY401_19mm Raw Poplar Plywood G1S 4x8 VC,Panel,Plywood,19.0,True,sheet,1153
PNL-0913,S-PLY552,Panel,Plywood,13.0,True,sheet,1154
PNL-0914,S-PLY552-0410,Panel,Plywood,13.0,True,sheet,1155
PNL-0915,S-PLY552_5,Panel,Plywood,13.0,True,sheet,1156
PNL-0916,S-PLY569,Panel,Plywood,13.0,True,sheet,1157
PNL-0917,S-PLY569-0410,Panel,Plywood,13.0,True,sheet,1158
PNL-0918,S-PLY569-0508,Panel,Plywood,13.0,True,sheet,1159
PNL-0919,"Veneer, White Oak, FC, 3-ply, 1220x2440",Panel,Plywood,19.0,True,sheet,1160
PNL-0920,13MM WOOD VENEER WALNUT G1S,Panel,Veneer Panel,13.0,True,sheet,1161
PNL-0921,19MM WOOD VENEER WALNUT G2S,Panel,Veneer Panel,19.0,True,sheet,1162
PNL-0922,25MM WOOD VENEER WALNUT G2S,Panel,Veneer Panel,25.0,True,sheet,1163
PNL-0923,38MM WOOD VENEER WALNUT G2S,Panel,Veneer Panel,38.0,True,sheet,1164
PNL-0924,"WD-V071 Veneer, Walnut, FC, Paper Backer",Panel,Veneer Panel,1.0,True,sheet,1165
SLD-0001,Vic Ash Base 42mm S-R,Solid Wood,Ash,32.0,False,ea,1166
SLD-0002,Vic Ash Base S-R,Solid Wood,Ash,32.0,False,ea,1167
SLD-0003,Vic Ash Colonial 42mm H-R,Solid Wood,Ash,42.0,False,ea,1168
SLD-0004,Vic Ash Colonial H-R,Solid Wood,Ash,42.0,False,ea,1169
SLD-0005,Vic Ash Heritage 42mm H-R,Solid Wood,Ash,42.0,False,ea,1170
SLD-0006,Vic Ash Oval 12mm H-R,Solid Wood,Ash,42.0,False,ea,1171
SLD-0007,Vic Ash Oval 12mm S-R,Solid Wood,Ash,32.0,False,ea,1172
SLD-0008,Vic Ash Oval 14x18 H-R,Solid Wood,Ash,42.0,False,ea,1173
SLD-0009,Vic Ash Oval 14x18 S-R,Solid Wood,Ash,32.0,False,ea,1174
SLD-0010,Vic Ash Oval 32mm H-R,Solid Wood,Ash,42.0,False,ea,1175
SLD-0011,Vic Ash Oval 32mm S-R,Solid Wood,Ash,32.0,False,ea,1176
SLD-0012,Vic Ash Oval H-R,Solid Wood,Ash,42.0,False,ea,1177
SLD-0013,Vic Ash Rectangle 12mm H-R,Solid Wood,Ash,42.0,False,ea,1178
SLD-0014,Vic Ash Rectangle 14x18 H-R,Solid Wood,Ash,42.0,False,ea,1179
SLD-0015,Vic Ash Rectangle 14x18 S-R,Solid Wood,Ash,32.0,False,ea,1180
SLD-0016,Vic Ash Rectangle 32mm H-R,Solid Wood,Ash,42.0,False,ea,1181
SLD-0017,19.05 Cherry Solid Stock,Solid Wood,Cherry,19.05,False,ea,1182
SLD-0018,9.525 Cherry Solid Stock,Solid Wood,Cherry,9.53,False,ea,1183
SLD-0019,19 Doug Fir,Solid Wood,Doug Fir,19.0,False,ea,1184
SLD-0020,20 Doug Fir,Solid Wood,Doug Fir,20.0,False,ea,1185
SLD-0021,25 Doug Fir,Solid Wood,Doug Fir,64.0,False,ea,1186
SLD-0022,32 Doug Fir,Solid Wood,Doug Fir,32.0,False,ea,1187
SLD-0023,38 Doug Fir,Solid Wood,Doug Fir,38.0,False,ea,1188
SLD-0024,12 Hardwood,Solid Wood,Hardwood,12.0,False,ea,1189
SLD-0025,13 Hardwood,Solid Wood,Hardwood,13.0,False,ea,1190
SLD-0026,19 Hardwood,Solid Wood,Hardwood,19.0,False,ea,1191
SLD-0027,25 Hardwood,Solid Wood,Hardwood,25.0,False,ea,1192
SLD-0028,32 Hardwood,Solid Wood,Hardwood,32.0,False,ea,1193
SLD-0029,38 Hardwood,Solid Wood,Hardwood,38.0,False,ea,1194
SLD-0030,44 Hardwood,Solid Wood,Hardwood,44.0,False,ea,1195
SLD-0031,45 Hardwood,Solid Wood,Hardwood,45.0,False,ea,1196
SLD-0032,50 Hardwood,Solid Wood,Hardwood,50.0,False,ea,1197
SLD-0033,57 Hardwood,Solid Wood,Hardwood,57.0,False,ea,1198
SLD-0034,63 Hardwood,Solid Wood,Hardwood,63.0,False,ea,1199
SLD-0035,64 Hardwood,Solid Wood,Hardwood,64.0,False,ea,1200
SLD-0036,70 Hardwood,Solid Wood,Hardwood,70.0,False,ea,1201
SLD-0037,76 Hardwood,Solid Wood,Hardwood,33.0,False,ea,1202
SLD-0038,Maple Crown,Solid Wood,Maple,64.0,False,ea,1203
SLD-0039,20 Red Oak,Solid Wood,Oak,20.0,False,ea,1204
SLD-0040,38 Red Oak,Solid Wood,Oak,38.0,False,ea,1205
SLD-0041,Highline Oak Rectangle H-R,Solid Wood,Oak,32.0,False,ea,1206
SLD-0042,Oak Base 42mm S-R,Solid Wood,Oak,32.0,False,ea,1207
SLD-0043,Oak Dowell 12mm H-R,Solid Wood,Oak,48.0,False,ea,1208
SLD-0044,Oak Dowell H-R,Solid Wood,Oak,48.0,False,ea,1209
SLD-0045,Oak Dowell S-R,Solid Wood,Oak,32.0,False,ea,1210
SLD-0046,Oak Heritage 42mm H-R,Solid Wood,Oak,42.0,False,ea,1211
SLD-0047,Oak Oval 12mm H-R,Solid Wood,Oak,42.0,False,ea,1212
SLD-0048,Oak Oval 12mm S-R,Solid Wood,Oak,32.0,False,ea,1213
SLD-0049,Oak Oval 14x18 H-R,Solid Wood,Oak,42.0,False,ea,1214
SLD-0050,Oak Oval 14x18 S-R,Solid Wood,Oak,32.0,False,ea,1215
SLD-0051,Oak Oval 32mm H-R,Solid Wood,Oak,42.0,False,ea,1216
SLD-0052,Oak Oval 32mm S-R,Solid Wood,Oak,32.0,False,ea,1217
SLD-0053,Oak Oval 42mm S-R,Solid Wood,Oak,32.0,False,ea,1218
SLD-0054,Oak Oval H-R,Solid Wood,Oak,42.0,False,ea,1219
SLD-0055,Oak Oval S-R,Solid Wood,Oak,32.0,False,ea,1220
SLD-0056,Oak Post 90x90,Solid Wood,Oak,90.0,False,ea,1221
SLD-0057,Oak Rectangle 14x18 H-R,Solid Wood,Oak,42.0,False,ea,1222
SLD-0058,Oak Rectangle 14x18 S-R,Solid Wood,Oak,32.0,False,ea,1223
SLD-0059,Oak Vetro H-R,Solid Wood,Oak,40.0,False,ea,1224
SLD-0060,Oak Vetro S-R,Solid Wood,Oak,40.0,False,ea,1225
SLD-0061,Base Molding,Solid Wood,Other Solid,38.0,False,ea,1226
SLD-0062,Blackbutt Oval 12mm H-R,Solid Wood,Other Solid,42.0,False,ea,1227
SLD-0063,Blackbutt Oval 12mm S-R,Solid Wood,Other Solid,32.0,False,ea,1228
SLD-0064,Blackbutt Oval 14x18 H-R,Solid Wood,Other Solid,42.0,False,ea,1229
SLD-0065,Blackbutt Oval 14x18 S-R,Solid Wood,Other Solid,32.0,False,ea,1230
SLD-0066,Blackbutt Oval 32mm H-R,Solid Wood,Other Solid,42.0,False,ea,1231
SLD-0067,Blackbutt Oval 32mm S-R,Solid Wood,Other Solid,32.0,False,ea,1232
SLD-0068,Blackbutt Rectangle 12mm H-R,Solid Wood,Other Solid,42.0,False,ea,1233
SLD-0069,Blackbutt Rectangle 14x18 H-R,Solid Wood,Other Solid,42.0,False,ea,1234
SLD-0070,Blackbutt Rectangle 14x18 S-R,Solid Wood,Other Solid,32.0,False,ea,1235
SLD-0071,Blackbutt Rectangle 32mm H-R,Solid Wood,Other Solid,42.0,False,ea,1236
SLD-0072,DEMSAS Profile,Solid Wood,Other Solid,24.0,False,ea,1237
SLD-0073,FF Bead 1875 Standard,Solid Wood,Other Solid,4.76,False,ea,1238
SLD-0074,FF Bead 25 Bevel,Solid Wood,Other Solid,6.35,False,ea,1239
SLD-0075,FF Bead 25 Standard,Solid Wood,Other Solid,6.35,False,ea,1240
SLD-0076,FF Bead 3125 Standard,Solid Wood,Other Solid,7.94,False,ea,1241
SLD-0077,FF Bead 375 Bevel,Solid Wood,Other Solid,9.52,False,ea,1242
SLD-0078,FF Bead 375 SQ,Solid Wood,Other Solid,9.52,False,ea,1243
SLD-0079,FF Bead 375 SQ Groove,Solid Wood,Other Solid,9.52,False,ea,1244
SLD-0080,FF Bead 375 Standard,Solid Wood,Other Solid,9.52,False,ea,1245
SLD-0081,Finesta GoLine,Solid Wood,Other Solid,19.0,False,ea,1246
SLD-0082,Future Extrusion,Solid Wood,Other Solid,20.0,False,ea,1247
SLD-0083,Gola Standard,Solid Wood,Other Solid,27.0,False,ea,1248
SLD-0084,Gola Zero Radius,Solid Wood,Other Solid,27.0,False,ea,1249
SLD-0085,Hafele Extrusion,Solid Wood,Other Solid,26.0,False,ea,1250
SLD-0086,HAMMERSMITH H-R,Solid Wood,Other Solid,42.0,False,ea,1251
SLD-0087,HAMMERSMITH S-R,Solid Wood,Other Solid,32.0,False,ea,1252
SLD-0088,Heritage Verceli,Solid Wood,Other Solid,20.0,False,ea,1253
SLD-0089,Hettich Kaduna 52,Solid Wood,Other Solid,25.0,False,ea,1254
SLD-0090,Hettich Kaduna 62,Solid Wood,Other Solid,25.0,False,ea,1255
SLD-0091,Meranti Base 42mm S-R,Solid Wood,Other Solid,32.0,False,ea,1256
SLD-0092,Meranti Heritage 42mm H-R,Solid Wood,Other Solid,42.0,False,ea,1257
SLD-0093,Polytec Recessed Rail,Solid Wood,Other Solid,25.0,False,ea,1258
SLD-0094,Richelieu Gola Vertical Double Grip Zero Radius Profile,Solid Wood,Other Solid,36.6,False,ea,1259
SLD-0095,Richelieu Gola Vertical Single Grip Zero Radius Profile,Solid Wood,Other Solid,36.6,False,ea,1260
SLD-0096,Sclim Gola Vertical Double Profile 16mm 8032,Solid Wood,Other Solid,33.0,False,ea,1261
SLD-0097,Sclim Gola Vertical Double Profile 18mm 8059,Solid Wood,Other Solid,37.0,False,ea,1262
SLD-0098,Sclim Gola Vertical Single Profile 16mm 8033,Solid Wood,Other Solid,33.0,False,ea,1263
SLD-0099,Sclim Gola Vertical Single Profile 18mm 8074,Solid Wood,Other Solid,37.0,False,ea,1264
SLD-0100,Spotted Gum Oval 12mm H-R,Solid Wood,Other Solid,42.0,False,ea,1265
SLD-0101,Spotted Gum Oval 12mm S-R,Solid Wood,Other Solid,32.0,False,ea,1266
SLD-0102,Spotted Gum Oval 14x18 H-R,Solid Wood,Other Solid,42.0,False,ea,1267
SLD-0103,Spotted Gum Oval 14x18 S-R,Solid Wood,Other Solid,32.0,False,ea,1268
SLD-0104,Spotted Gum Oval 32mm H-R,Solid Wood,Other Solid,42.0,False,ea,1269
